,CODE_GENDER_M,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Occup2,OCCUPATION_TYPE_Occup3,OCCUPATION_TYPE_Occup4,OCCUPATION_TYPE_Occup5,OCCUPATION_TYPE_Occup6,ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,customer_type,months_in_book
44,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5036875,0,0,47250.0,-23815,365243,0,0,0,2.0,0,49
45,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142933,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
46,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142934,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
47,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142935,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
48,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142936,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
49,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142937,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
50,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142938,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
51,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142939,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
52,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142940,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
53,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142941,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
54,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142945,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
55,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142946,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
56,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142947,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
57,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142948,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
58,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142949,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
59,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142950,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
60,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5142951,0,0,49500.0,-21157,365243,0,0,0,2.0,0,272
61,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5114426,0,0,49500.0,-23753,365243,0,0,0,2.0,0,74
62,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5114427,0,0,49500.0,-23753,365243,0,0,0,2.0,0,74
63,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5114428,0,0,49500.0,-23753,365243,0,0,0,2.0,0,74
64,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5051056,0,0,49500.0,-23871,365243,0,0,0,1.0,0,106
65,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5051057,0,0,49500.0,-23871,365243,0,0,0,1.0,0,106
66,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5051058,0,0,49500.0,-23871,365243,0,0,0,1.0,0,106
67,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5051059,0,0,49500.0,-23871,365243,0,0,0,1.0,0,106
68,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5125533,0,0,49500.0,-18587,-195,1,0,0,2.0,0,38
69,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5125534,0,0,49500.0,-18587,-195,1,0,0,2.0,0,38
70,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5095563,0,0,49500.0,-11624,-949,1,1,0,2.0,0,23
71,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5095564,0,0,49500.0,-11624,-949,1,1,0,2.0,0,23
72,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5095565,0,0,49500.0,-11624,-949,1,1,0,2.0,0,23
73,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5137046,0,0,54000.0,-22702,365243,0,0,0,2.0,0,96
74,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5137047,0,0,54000.0,-22702,365243,0,0,0,2.0,0,96
75,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5091837,0,0,54000.0,-22780,365243,0,0,0,2.0,0,5
76,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096307,0,0,54000.0,-20106,365243,0,1,0,2.0,0,30
77,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096308,0,0,54000.0,-20106,365243,0,1,0,2.0,0,30
78,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5018496,0,0,54000.0,-20621,365243,0,0,0,1.0,0,16
79,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5146119,0,0,54000.0,-20132,365243,0,0,0,1.0,0,17
80,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5146120,0,0,54000.0,-20132,365243,0,0,0,1.0,0,17
81,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5146121,0,0,54000.0,-20132,365243,0,0,0,1.0,0,17
82,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5146123,0,0,54000.0,-20132,365243,0,0,0,1.0,0,17
83,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5100250,0,0,54000.0,-24157,365243,0,0,0,1.0,0,10
84,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5100124,0,0,54000.0,-22127,365243,0,0,0,1.0,0,41
85,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5090192,0,0,54000.0,-21850,365243,0,1,0,1.0,0,7
86,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096559,0,0,54000.0,-14923,-4723,1,0,0,2.0,0,155
87,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096560,0,0,54000.0,-14923,-4723,1,0,0,2.0,0,155
88,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096561,0,0,54000.0,-14923,-4723,1,0,0,2.0,0,155
89,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096562,0,0,54000.0,-14923,-4723,1,0,0,2.0,0,155
90,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096564,0,0,54000.0,-14923,-4723,1,0,0,2.0,0,155
91,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096566,0,0,54000.0,-14923,-4723,1,0,0,2.0,0,155
92,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096567,0,0,54000.0,-14923,-4723,1,0,0,2.0,0,155
93,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096568,0,0,54000.0,-14923,-4723,1,0,0,2.0,0,155
94,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5096569,0,0,54000.0,-14923,-4723,1,0,0,2.0,0,155
95,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5089306,0,0,54000.0,-14415,-1801,1,0,0,2.0,0,74
96,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5089307,0,0,54000.0,-14415,-1801,1,0,0,2.0,0,74
97,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5089308,0,0,54000.0,-14415,-1801,1,0,0,2.0,0,74
98,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5089309,0,0,54000.0,-14415,-1801,1,0,0,2.0,0,74
99,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5114460,0,0,56250.0,-21882,365243,0,0,0,2.0,0,97
100,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5114461,0,0,56250.0,-21882,365243,0,0,0,2.0,0,97
101,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5114462,0,0,56250.0,-21882,365243,0,0,0,2.0,0,97
102,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5090201,0,0,56250.0,-21882,365243,0,0,0,2.0,0,97
103,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5088625,0,0,58500.0,-16377,-2417,1,1,0,2.0,0,5
104,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5090239,0,0,58500.0,-22327,365243,0,0,0,2.0,0,47
105,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5090240,0,0,58500.0,-22327,365243,0,0,0,2.0,0,47
106,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5018504,0,0,58500.0,-20970,365243,0,0,0,2.0,0,103
107,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5018505,0,0,58500.0,-20970,365243,0,0,0,2.0,0,103
108,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5018506,0,0,58500.0,-20970,365243,0,0,0,2.0,0,103
109,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5089755,0,0,58500.0,-13769,-582,0,1,0,2.0,0,53
110,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5089756,0,0,58500.0,-13769,-582,0,1,0,2.0,0,53
111,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5089757,0,0,58500.0,-13769,-582,0,1,0,2.0,0,53
112,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5089758,0,0,58500.0,-13769,-582,0,1,0,2.0,0,53
113,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5089759,0,0,58500.0,-13769,-582,0,1,0,2.0,0,53
114,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5126469,0,0,60750.0,-22728,365243,0,0,0,2.0,0,32
115,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5126689,0,0,61875.0,-21630,365243,0,0,0,2.0,0,39
116,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5126690,0,0,61875.0,-21630,365243,0,0,0,2.0,0,39
117,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5126691,0,0,61875.0,-21630,365243,0,0,0,2.0,0,39
118,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5033868,0,0,63000.0,-14770,-2004,0,0,0,2.0,0,214
119,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5033869,0,0,63000.0,-14770,-2004,0,0,0,2.0,0,214
120,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5078821,0,0,63000.0,-14770,-2004,0,0,0,2.0,0,214
121,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5078822,0,0,63000.0,-14770,-2004,0,0,0,2.0,0,214
122,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5078823,0,0,63000.0,-14770,-2004,0,0,0,2.0,0,214
123,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5078824,0,0,63000.0,-14770,-2004,0,0,0,2.0,0,214
124,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5078825,0,0,63000.0,-14770,-2004,0,0,0,2.0,0,214
125,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5078826,0,0,63000.0,-14770,-2004,0,0,0,2.0,0,214
126,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5078827,0,0,63000.0,-14770,-2004,0,0,0,2.0,0,214
127,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5054321,0,0,63000.0,-22481,365243,0,1,0,2.0,0,117
128,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5054322,0,0,63000.0,-22481,365243,0,1,0,2.0,0,117
129,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5054325,0,0,63000.0,-22481,365243,0,1,0,2.0,0,117
130,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5054327,0,0,63000.0,-22481,365243,0,1,0,2.0,0,117
131,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5090634,0,0,63000.0,-23429,365243,0,0,0,2.0,0,10
132,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5024865,0,0,63000.0,-18646,-3287,1,1,0,2.0,0,19
133,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5105957,0,0,63000.0,-15921,-8063,1,0,0,2.0,0,94
134,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5105958,0,0,63000.0,-15921,-8063,1,0,0,2.0,0,94
135,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5105959,0,0,63000.0,-15921,-8063,1,0,0,2.0,0,94
136,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5148655,0,0,67500.0,-11113,-410,0,0,0,2.0,0,130
137,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5148656,0,0,67500.0,-11113,-410,0,0,0,2.0,0,130
138,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5148657,0,0,67500.0,-11113,-410,0,0,0,2.0,0,130
139,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5142456,0,0,67500.0,-18952,-499,0,1,0,1.0,1,20
140,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5142458,0,1,67500.0,-18952,-499,0,1,0,1.0,1,20
141,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5142459,0,1,67500.0,-18952,-499,0,1,0,1.0,1,20
142,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5033607,0,0,67500.0,-18989,-171,0,0,0,2.0,0,66
143,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5033608,0,0,67500.0,-18989,-171,0,0,0,2.0,0,66
144,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5139329,0,0,67500.0,-9323,-1346,0,0,0,2.0,0,147
145,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5139330,0,0,67500.0,-9323,-1346,0,0,0,2.0,0,147
146,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5139331,0,0,67500.0,-9323,-1346,0,0,0,2.0,0,147
147,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5139332,0,0,67500.0,-9323,-1346,0,0,0,2.0,0,147
148,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5139333,0,0,67500.0,-9323,-1346,0,0,0,2.0,0,147
149,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5142754,0,0,67500.0,-17510,-1108,1,0,0,2.0,0,40
150,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5142755,0,0,67500.0,-17510,-1108,1,0,0,2.0,0,40
151,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5126271,0,0,67500.0,-17100,-5522,0,0,0,2.0,0,51
152,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5126272,0,0,67500.0,-17100,-5522,0,0,0,2.0,0,51
153,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5087775,0,0,67500.0,-14223,-1928,0,0,0,2.0,0,70
154,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5087776,0,0,67500.0,-14223,-1928,0,0,0,2.0,0,70
